Date,Time,Temp [deg C],pH [Units],SpCond [uS/cm],DO [mg/l],TDS [g/l]
9/23/2014,9:00:00 AM,16.39,8.41,681,8.61,0.4
9/23/2014,9:03:00 AM,16.43,8.41,680,8.59,0.4
9/23/2014,9:06:00 AM,16.43,8.41,681,8.6,0.4
9/23/2014,9:09:00 AM,16.44,8.41,681,8.6,0.4
9/23/2014,9:12:00 AM,16.47,8.41,681,8.59,0.4
9/23/2014,9:15:00 AM,16.47,8.42,681,8.61,0.4
9/23/2014,9:18:00 AM,16.47,8.42,681,8.6,0.4
9/23/2014,9:21:00 AM,16.49,8.42,681,8.58,0.4
9/23/2014,9:24:00 AM,16.5,8.41,681,8.59,0.4
9/23/2014,9:27:00 AM,16.53,8.42,681,8.59,0.4
9/23/2014,9:30:00 AM,16.54,8.42,682,8.57,0.4
9/23/2014,9:33:00 AM,16.52,8.42,682,8.6,0.4
9/23/2014,9:36:00 AM,16.51,8.42,682,8.61,0.4
9/23/2014,9:39:00 AM,16.59,8.42,682,8.59,0.4
9/23/2014,9:42:00 AM,16.58,8.42,681,8.59,0.4
9/23/2014,9:45:00 AM,16.53,8.42,683,8.63,0.4
9/23/2014,9:48:00 AM,16.57,8.43,682,8.61,0.4
9/23/2014,9:51:00 AM,16.56,8.43,682,8.64,0.4
9/23/2014,9:54:00 AM,16.51,8.44,684,8.64,0.4
9/23/2014,9:57:00 AM,16.6,8.44,683,8.63,0.4
9/23/2014,10:00:00 AM,16.62,8.44,683,8.62,0.4
9/23/2014,10:03:00 AM,16.61,8.44,683,8.66,0.4
9/23/2014,10:06:00 AM,16.66,8.44,684,8.61,0.4
9/23/2014,10:09:00 AM,16.72,8.44,681,8.62,0.4
9/23/2014,10:12:00 AM,16.63,8.44,683,8.69,0.4
9/23/2014,10:15:00 AM,16.63,8.44,683,8.66,0.4
9/23/2014,10:18:00 AM,16.68,8.44,682,8.65,0.4
9/23/2014,10:21:00 AM,16.65,8.44,683,8.64,0.4
9/23/2014,10:24:00 AM,16.69,8.44,684,8.66,0.4
9/23/2014,10:27:00 AM,16.65,8.44,687,8.7,0.4
9/23/2014,10:30:00 AM,16.65,8.44,688,8.69,0.4
9/23/2014,10:33:00 AM,16.63,8.45,690,8.74,0.4
9/23/2014,10:36:00 AM,16.62,8.44,691,8.71,0.4
9/23/2014,10:39:00 AM,16.63,8.44,692,8.73,0.4
9/23/2014,10:42:00 AM,16.62,8.44,694,8.74,0.4
9/23/2014,10:45:00 AM,16.61,8.44,694,8.73,0.4
9/23/2014,10:48:00 AM,16.61,8.44,695,8.77,0.4
9/23/2014,10:51:00 AM,16.58,8.44,694,8.74,0.4
9/23/2014,10:54:00 AM,16.57,8.44,693,8.72,0.4
9/23/2014,10:57:00 AM,16.57,8.44,691,8.7,0.4
9/23/2014,11:00:00 AM,16.58,8.44,690,8.69,0.4
9/23/2014,11:03:00 AM,16.59,8.44,689,8.72,0.4
9/23/2014,11:06:00 AM,16.59,8.44,688,8.75,0.4
9/23/2014,11:09:00 AM,16.62,8.44,688,8.7,0.4
9/23/2014,11:12:00 AM,16.65,8.44,687,8.74,0.4
9/23/2014,11:15:00 AM,16.67,8.44,686,8.75,0.4
9/23/2014,11:18:00 AM,16.66,8.44,687,8.72,0.4
9/23/2014,11:21:00 AM,16.66,8.44,687,8.73,0.4
9/23/2014,11:24:00 AM,16.65,8.44,687,8.73,0.4
9/23/2014,11:27:00 AM,16.66,8.44,687,8.73,0.4
9/23/2014,11:30:00 AM,16.65,8.44,684,8.71,0.4
9/23/2014,11:33:00 AM,16.66,8.44,676,8.67,0.4
9/23/2014,11:36:00 AM,16.72,8.44,669,8.68,0.4
9/23/2014,11:39:00 AM,16.76,8.44,666,8.67,0.4
9/23/2014,11:42:00 AM,16.76,8.44,667,8.68,0.4
9/23/2014,11:45:00 AM,16.8,8.44,668,8.64,0.4
9/23/2014,11:48:00 AM,16.79,8.45,671,8.68,0.4
9/23/2014,11:51:00 AM,16.82,8.45,674,8.69,0.4
9/23/2014,11:54:00 AM,16.83,8.45,676,8.7,0.4
9/23/2014,11:57:00 AM,16.85,8.45,677,8.73,0.4
9/23/2014,12:00:00 PM,16.87,8.45,678,8.72,0.4
9/23/2014,12:03:00 PM,16.87,8.45,679,8.73,0.4
9/23/2014,12:06:00 PM,16.86,8.45,680,8.75,0.4
9/23/2014,12:09:00 PM,16.84,8.45,680,8.77,0.4
9/23/2014,12:12:00 PM,16.86,8.45,680,8.76,0.4
9/23/2014,12:15:00 PM,16.86,8.45,680,8.75,0.4
9/23/2014,12:18:00 PM,16.85,8.45,681,8.76,0.4
9/23/2014,12:21:00 PM,16.82,8.45,681,8.79,0.4
9/23/2014,12:24:00 PM,16.82,8.45,682,8.77,0.4
9/23/2014,12:27:00 PM,16.82,8.45,682,8.78,0.4
9/23/2014,12:30:00 PM,16.83,8.46,682,8.79,0.4
9/23/2014,12:33:00 PM,16.84,8.46,682,8.76,0.4
9/23/2014,12:36:00 PM,16.85,8.46,682,8.8,0.4
9/23/2014,12:39:00 PM,16.87,8.46,682,8.77,0.4
9/23/2014,12:42:00 PM,16.86,8.46,682,8.8,0.4
9/23/2014,12:45:00 PM,16.88,8.46,682,8.77,0.4
9/23/2014,12:48:00 PM,16.89,8.45,682,8.79,0.4
9/23/2014,12:51:00 PM,16.92,8.46,682,8.79,0.4
9/23/2014,12:54:00 PM,16.91,8.46,682,8.81,0.4
9/23/2014,12:57:00 PM,16.94,8.46,681,8.78,0.4
9/23/2014,1:00:00 PM,16.95,8.46,681,8.79,0.4
9/23/2014,1:03:00 PM,16.97,8.45,680,8.79,0.4
9/23/2014,1:06:00 PM,16.96,8.46,680,8.8,0.4
9/23/2014,1:09:00 PM,16.99,8.45,680,8.78,0.4
9/23/2014,1:12:00 PM,16.97,8.46,680,8.77,0.4
9/23/2014,1:15:00 PM,16.97,8.46,679,8.81,0.4
9/23/2014,1:18:00 PM,17.02,8.46,679,8.8,0.4
9/23/2014,1:21:00 PM,17.04,8.46,679,8.81,0.4
9/23/2014,1:24:00 PM,17.06,8.46,679,8.77,0.4
9/23/2014,1:27:00 PM,17.06,8.46,680,8.78,0.4
9/23/2014,1:30:00 PM,17.04,8.47,680,8.81,0.4
9/23/2014,1:33:00 PM,17.03,8.47,680,8.78,0.4
9/23/2014,1:36:00 PM,17.02,8.47,679,8.76,0.4
9/23/2014,1:39:00 PM,17.04,8.47,680,8.79,0.4
9/23/2014,1:42:00 PM,17.07,8.47,679,8.76,0.4
9/23/2014,1:45:00 PM,17.1,8.47,679,8.76,0.4
9/23/2014,1:48:00 PM,17.07,8.47,679,8.77,0.4
9/23/2014,1:51:00 PM,17.11,8.47,678,8.77,0.4
9/23/2014,1:54:00 PM,17.13,8.47,678,8.74,0.4
9/23/2014,1:57:00 PM,17.13,8.47,678,8.77,0.4
9/23/2014,2:00:00 PM,17.12,8.47,678,8.75,0.4
9/23/2014,2:03:00 PM,17.15,8.46,678,8.74,0.4
9/23/2014,2:06:00 PM,17.13,8.47,679,8.76,0.4
9/23/2014,2:09:00 PM,17.14,8.47,679,8.74,0.4
9/23/2014,2:12:00 PM,17.19,8.47,678,8.73,0.4
9/23/2014,2:15:00 PM,17.19,8.47,679,8.76,0.4
9/23/2014,2:18:00 PM,17.15,8.47,679,8.74,0.4
9/23/2014,2:21:00 PM,17.21,8.47,679,8.75,0.4
9/23/2014,2:24:00 PM,17.17,8.47,679,8.77,0.4
9/23/2014,2:27:00 PM,17.25,8.47,679,8.74,0.4
9/23/2014,2:30:00 PM,17.25,8.47,679,8.75,0.4
9/23/2014,2:33:00 PM,17.25,8.47,678,8.76,0.4
9/23/2014,2:36:00 PM,17.28,8.47,677,8.74,0.4
9/23/2014,2:39:00 PM,17.28,8.47,677,8.75,0.4
9/23/2014,2:42:00 PM,17.22,8.47,677,8.74,0.4
9/23/2014,2:45:00 PM,17.26,8.47,676,8.72,0.4
9/23/2014,2:48:00 PM,17.29,8.47,676,8.72,0.4
9/23/2014,2:51:00 PM,17.31,8.47,676,8.72,0.4
9/23/2014,2:54:00 PM,17.31,8.47,675,8.75,0.4
9/23/2014,2:57:00 PM,17.35,8.47,675,8.74,0.4
9/23/2014,3:00:00 PM,17.34,8.47,676,8.75,0.4
9/23/2014,3:03:00 PM,17.38,8.47,674,8.74,0.4
9/23/2014,3:06:00 PM,17.36,8.47,675,8.72,0.4
9/23/2014,3:09:00 PM,17.38,8.47,675,8.7,0.4
9/23/2014,3:12:00 PM,17.36,8.47,674,8.71,0.4
9/23/2014,3:15:00 PM,17.38,8.47,675,8.69,0.4
9/23/2014,3:18:00 PM,17.37,8.47,675,8.69,0.4
9/23/2014,3:21:00 PM,17.38,8.47,675,8.71,0.4
9/23/2014,3:24:00 PM,17.42,8.47,674,8.69,0.4
9/23/2014,3:27:00 PM,17.42,8.47,674,8.73,0.4
9/23/2014,3:30:00 PM,17.42,8.47,674,8.71,0.4
9/23/2014,3:33:00 PM,17.39,8.47,674,8.68,0.4
9/23/2014,3:36:00 PM,17.39,8.47,673,8.71,0.4
9/23/2014,3:39:00 PM,17.44,8.47,673,8.65,0.4
9/23/2014,3:42:00 PM,17.41,8.47,673,8.68,0.4
9/23/2014,3:45:00 PM,17.41,8.47,673,8.64,0.4
9/23/2014,3:48:00 PM,17.4,8.46,673,8.65,0.4
9/23/2014,3:51:00 PM,17.4,8.46,673,8.64,0.4
9/23/2014,3:54:00 PM,17.4,8.46,673,8.62,0.4
9/23/2014,3:57:00 PM,17.41,8.46,673,8.64,0.4
9/23/2014,4:00:00 PM,17.41,8.46,672,8.64,0.4
9/23/2014,4:03:00 PM,17.43,8.46,672,8.61,0.4
9/23/2014,4:06:00 PM,17.41,8.46,672,8.61,0.4
9/23/2014,4:09:00 PM,17.43,8.46,672,8.65,0.4
9/23/2014,4:12:00 PM,17.43,8.46,672,8.62,0.4
9/23/2014,4:15:00 PM,17.45,8.46,671,8.63,0.4
9/23/2014,4:18:00 PM,17.46,8.46,671,8.61,0.4
9/23/2014,4:21:00 PM,17.45,8.46,671,8.65,0.4
9/23/2014,4:24:00 PM,17.48,8.46,671,8.62,0.4
9/23/2014,4:27:00 PM,17.47,8.46,671,8.62,0.4
9/23/2014,4:30:00 PM,17.47,8.46,672,8.64,0.4
9/23/2014,4:33:00 PM,17.46,8.46,671,8.65,0.4
9/23/2014,4:36:00 PM,17.51,8.46,671,8.65,0.4
9/23/2014,4:39:00 PM,17.52,8.46,671,8.66,0.4
9/23/2014,4:42:00 PM,17.52,8.46,670,8.64,0.4
9/23/2014,4:45:00 PM,17.54,8.46,671,8.66,0.4
9/23/2014,4:48:00 PM,17.5,8.46,671,8.66,0.4
9/23/2014,4:51:00 PM,17.49,8.46,671,8.66,0.4
9/23/2014,4:54:00 PM,17.49,8.46,671,8.62,0.4
9/23/2014,4:57:00 PM,17.5,8.46,671,8.61,0.4
9/23/2014,5:00:00 PM,17.5,8.46,671,8.6,0.4
9/23/2014,5:03:00 PM,17.49,8.46,671,8.61,0.4
9/23/2014,5:06:00 PM,17.49,8.46,671,8.57,0.4
9/23/2014,5:09:00 PM,17.51,8.46,670,8.6,0.4
9/23/2014,5:12:00 PM,17.51,8.46,670,8.59,0.4
9/23/2014,5:15:00 PM,17.53,8.45,669,8.59,0.4
9/23/2014,5:18:00 PM,17.54,8.45,670,8.58,0.4
9/23/2014,5:21:00 PM,17.53,8.46,670,8.57,0.4
9/23/2014,5:24:00 PM,17.52,8.45,670,8.54,0.4
9/23/2014,5:27:00 PM,17.53,8.45,671,8.54,0.4
9/23/2014,5:30:00 PM,17.53,8.45,670,8.58,0.4
9/23/2014,5:33:00 PM,17.53,8.45,670,8.55,0.4
9/23/2014,5:36:00 PM,17.53,8.45,670,8.53,0.4
9/23/2014,5:39:00 PM,17.54,8.45,670,8.55,0.4
9/23/2014,5:42:00 PM,17.54,8.46,670,8.57,0.4
9/23/2014,5:45:00 PM,17.56,8.45,670,8.56,0.4
9/23/2014,5:48:00 PM,17.57,8.45,670,8.56,0.4
9/23/2014,5:51:00 PM,17.57,8.45,669,8.52,0.4
9/23/2014,5:54:00 PM,17.59,8.45,669,8.5,0.4
9/23/2014,5:57:00 PM,17.6,8.45,668,8.51,0.4
9/23/2014,6:00:00 PM,17.6,8.44,668,8.5,0.4
9/23/2014,6:03:00 PM,17.58,8.44,669,8.52,0.4
9/23/2014,6:06:00 PM,17.59,8.44,668,8.51,0.4
9/23/2014,6:09:00 PM,17.58,8.44,668,8.49,0.4
9/23/2014,6:12:00 PM,17.58,8.44,668,8.5,0.4
9/23/2014,6:15:00 PM,17.56,8.44,669,8.49,0.4
9/23/2014,6:18:00 PM,17.56,8.44,669,8.49,0.4
9/23/2014,6:21:00 PM,17.55,8.44,669,8.47,0.4
9/23/2014,6:24:00 PM,17.54,8.44,670,8.48,0.4
9/23/2014,6:27:00 PM,17.55,8.44,670,8.49,0.4
9/23/2014,6:30:00 PM,17.54,8.44,670,8.45,0.4
9/23/2014,6:33:00 PM,17.54,8.44,671,8.46,0.4
9/23/2014,6:36:00 PM,17.53,8.43,672,8.48,0.4
9/23/2014,6:39:00 PM,17.52,8.43,674,8.46,0.4
9/23/2014,6:42:00 PM,17.49,8.43,673,8.48,0.4
9/23/2014,6:45:00 PM,17.5,8.43,674,8.45,0.4
9/23/2014,6:48:00 PM,17.48,8.43,675,8.47,0.4
9/23/2014,6:51:00 PM,17.48,8.43,675,8.43,0.4
9/23/2014,6:54:00 PM,17.46,8.43,676,8.44,0.4
9/23/2014,6:57:00 PM,17.44,8.43,676,8.45,0.4
9/23/2014,7:00:00 PM,17.46,8.43,676,8.43,0.4
9/23/2014,7:03:00 PM,17.44,8.43,676,8.44,0.4
9/23/2014,7:06:00 PM,17.42,8.43,677,8.43,0.4
9/23/2014,7:09:00 PM,17.41,8.43,677,8.44,0.4
9/23/2014,7:12:00 PM,17.4,8.43,677,8.44,0.4
9/23/2014,7:15:00 PM,17.41,8.43,677,8.43,0.4
9/23/2014,7:18:00 PM,17.41,8.43,677,8.44,0.4
9/23/2014,7:21:00 PM,17.38,8.43,677,8.45,0.4
9/23/2014,7:24:00 PM,17.41,8.42,677,8.42,0.4
9/23/2014,7:27:00 PM,17.4,8.42,677,8.42,0.4
9/23/2014,7:30:00 PM,17.41,8.42,677,8.42,0.4
9/23/2014,7:33:00 PM,17.4,8.42,678,8.43,0.4
9/23/2014,7:36:00 PM,17.35,8.42,678,8.44,0.4
9/23/2014,7:39:00 PM,17.4,8.42,677,8.39,0.4
9/23/2014,7:42:00 PM,17.38,8.42,677,8.42,0.4
9/23/2014,7:45:00 PM,17.37,8.42,678,8.39,0.4
9/23/2014,7:48:00 PM,17.36,8.42,678,8.43,0.4
9/23/2014,7:51:00 PM,17.33,8.42,678,8.41,0.4
9/23/2014,7:54:00 PM,17.31,8.42,678,8.43,0.4
9/23/2014,7:57:00 PM,17.34,8.42,678,8.41,0.4
9/23/2014,8:00:00 PM,17.33,8.42,678,8.4,0.4
9/23/2014,8:03:00 PM,17.3,8.42,679,8.42,0.4
9/23/2014,8:06:00 PM,17.29,8.41,679,8.4,0.4
9/23/2014,8:09:00 PM,17.3,8.41,679,8.41,0.4
9/23/2014,8:12:00 PM,17.3,8.41,679,8.39,0.4
9/23/2014,8:15:00 PM,17.27,8.41,679,8.4,0.4
9/23/2014,8:18:00 PM,17.27,8.42,679,8.4,0.4
9/23/2014,8:21:00 PM,17.27,8.42,679,8.41,0.4
9/23/2014,8:24:00 PM,17.25,8.42,680,8.4,0.4
9/23/2014,8:27:00 PM,17.22,8.42,680,8.42,0.4
9/23/2014,8:30:00 PM,17.17,8.42,680,8.44,0.4
9/23/2014,8:33:00 PM,17.23,8.42,678,8.42,0.4
9/23/2014,8:36:00 PM,17.23,8.42,677,8.43,0.4
9/23/2014,8:39:00 PM,17.29,8.42,676,8.39,0.4
9/23/2014,8:42:00 PM,17.27,8.42,676,8.41,0.4
9/23/2014,8:45:00 PM,17.23,8.42,676,8.4,0.4
9/23/2014,8:48:00 PM,17.31,8.41,674,8.39,0.4
9/23/2014,8:51:00 PM,17.29,8.42,674,8.37,0.4
9/23/2014,8:54:00 PM,17.29,8.41,674,8.38,0.4
9/23/2014,8:57:00 PM,17.32,8.41,674,8.38,0.4
9/23/2014,9:00:00 PM,17.31,8.41,674,8.4,0.4
9/23/2014,9:03:00 PM,17.32,8.41,674,8.39,0.4
9/23/2014,9:06:00 PM,17.31,8.41,674,8.37,0.4
9/23/2014,9:09:00 PM,17.36,8.4,674,8.37,0.4
9/23/2014,9:12:00 PM,17.33,8.4,674,8.38,0.4
9/23/2014,9:15:00 PM,17.33,8.41,675,8.4,0.4
9/23/2014,9:18:00 PM,17.3,8.4,676,8.39,0.4
9/23/2014,9:21:00 PM,17.3,8.4,676,8.39,0.4
9/23/2014,9:24:00 PM,17.31,8.4,676,8.39,0.4
9/23/2014,9:27:00 PM,17.29,8.4,676,8.37,0.4
9/23/2014,9:30:00 PM,17.25,8.41,677,8.38,0.4
9/23/2014,9:33:00 PM,17.27,8.41,676,8.35,0.4
9/23/2014,9:36:00 PM,17.25,8.41,676,8.38,0.4
9/23/2014,9:39:00 PM,17.24,8.41,677,8.4,0.4
9/23/2014,9:42:00 PM,17.19,8.41,677,8.39,0.4
9/23/2014,9:45:00 PM,17.22,8.4,677,8.38,0.4
9/23/2014,9:48:00 PM,17.21,8.41,676,8.36,0.4
9/23/2014,9:51:00 PM,17.19,8.41,675,8.38,0.4
9/23/2014,9:54:00 PM,17.17,8.41,674,8.41,0.4
9/23/2014,9:57:00 PM,17.18,8.41,673,8.4,0.4
9/23/2014,10:00:00 PM,17.24,8.41,673,8.36,0.4
9/23/2014,10:03:00 PM,17.18,8.41,674,8.38,0.4
9/23/2014,10:06:00 PM,17.21,8.41,674,8.39,0.4
9/23/2014,10:09:00 PM,17.2,8.41,675,8.4,0.4
9/23/2014,10:12:00 PM,17.2,8.41,675,8.4,0.4
9/23/2014,10:15:00 PM,17.21,8.4,675,8.39,0.4
9/23/2014,10:18:00 PM,17.18,8.41,677,8.41,0.4
9/23/2014,10:21:00 PM,17.19,8.41,676,8.39,0.4
9/23/2014,10:24:00 PM,17.17,8.4,677,8.4,0.4
9/23/2014,10:27:00 PM,17.16,8.4,677,8.39,0.4
9/23/2014,10:30:00 PM,17.17,8.4,677,8.4,0.4
9/23/2014,10:33:00 PM,17.13,8.4,678,8.4,0.4
9/23/2014,10:36:00 PM,17.18,8.4,677,8.37,0.4
9/23/2014,10:39:00 PM,17.14,8.4,678,8.4,0.4
9/23/2014,10:42:00 PM,17.21,8.4,677,8.36,0.4
9/23/2014,10:45:00 PM,17.18,8.4,677,8.38,0.4
9/23/2014,10:48:00 PM,17.2,8.4,677,8.41,0.4
9/23/2014,10:51:00 PM,17.23,8.4,676,8.38,0.4
9/23/2014,10:54:00 PM,17.23,8.4,677,8.36,0.4
9/23/2014,10:57:00 PM,17.19,8.4,676,8.37,0.4
9/23/2014,11:00:00 PM,17.28,8.4,676,8.37,0.4
9/23/2014,11:03:00 PM,17.23,8.4,677,8.4,0.4
9/23/2014,11:06:00 PM,17.21,8.39,677,8.38,0.4
9/23/2014,11:09:00 PM,17.28,8.39,676,8.33,0.4
9/23/2014,11:12:00 PM,17.23,8.4,676,8.38,0.4
9/23/2014,11:15:00 PM,17.19,8.39,677,8.4,0.4
9/23/2014,11:18:00 PM,17.24,8.39,676,8.35,0.4
9/23/2014,11:21:00 PM,17.13,8.4,678,8.43,0.4
9/23/2014,11:24:00 PM,17.2,8.4,677,8.4,0.4
9/23/2014,11:27:00 PM,17.17,8.4,678,8.41,0.4
9/23/2014,11:30:00 PM,17.18,8.39,677,8.38,0.4
9/23/2014,11:33:00 PM,17.13,8.4,678,8.42,0.4
9/23/2014,11:36:00 PM,17.09,8.4,679,8.43,0.4
9/23/2014,11:39:00 PM,17.12,8.39,678,8.41,0.4
9/23/2014,11:42:00 PM,17.13,8.4,678,8.4,0.4
9/23/2014,11:45:00 PM,17.13,8.4,678,8.41,0.4
9/23/2014,11:48:00 PM,17.14,8.4,678,8.4,0.4
9/23/2014,11:51:00 PM,17.13,8.4,677,8.38,0.4
9/23/2014,11:54:00 PM,17.08,8.4,678,8.43,0.4
9/23/2014,11:57:00 PM,17.07,8.4,678,8.4,0.4
9/24/2014,12:00:00 AM,17.11,8.39,677,8.39,0.4
9/24/2014,12:03:00 AM,17.11,8.4,677,8.4,0.4
9/24/2014,12:06:00 AM,17.1,8.4,677,8.41,0.4
9/24/2014,12:09:00 AM,17.08,8.4,677,8.4,0.4
9/24/2014,12:12:00 AM,17.08,8.4,677,8.38,0.4
9/24/2014,12:15:00 AM,17.08,8.4,677,8.41,0.4
9/24/2014,12:18:00 AM,17.06,8.4,677,8.43,0.4
9/24/2014,12:21:00 AM,17.1,8.4,676,8.38,0.4
9/24/2014,12:24:00 AM,17.04,8.4,677,8.43,0.4
9/24/2014,12:27:00 AM,17.02,8.4,677,8.42,0.4
9/24/2014,12:30:00 AM,17.03,8.4,677,8.41,0.4
9/24/2014,12:33:00 AM,17.01,8.4,677,8.43,0.4
9/24/2014,12:36:00 AM,17.04,8.4,677,8.44,0.4
9/24/2014,12:39:00 AM,17.04,8.4,677,8.42,0.4
9/24/2014,12:42:00 AM,17.04,8.4,677,8.43,0.4
9/24/2014,12:45:00 AM,17.04,8.4,677,8.42,0.4
9/24/2014,12:48:00 AM,16.99,8.4,678,8.42,0.4
9/24/2014,12:51:00 AM,17.04,8.4,677,8.4,0.4
9/24/2014,12:54:00 AM,16.98,8.4,678,8.42,0.4
9/24/2014,12:57:00 AM,16.98,8.4,678,8.42,0.4
9/24/2014,1:00:00 AM,16.97,8.4,678,8.45,0.4
9/24/2014,1:03:00 AM,16.99,8.4,677,8.44,0.4
9/24/2014,1:06:00 AM,17,8.4,678,8.45,0.4
9/24/2014,1:09:00 AM,16.99,8.4,678,8.42,0.4
9/24/2014,1:12:00 AM,17,8.4,678,8.43,0.4
9/24/2014,1:15:00 AM,16.96,8.4,678,8.44,0.4
9/24/2014,1:18:00 AM,17,8.4,677,8.42,0.4
9/24/2014,1:21:00 AM,17.02,8.4,677,8.4,0.4
9/24/2014,1:24:00 AM,16.99,8.4,678,8.43,0.4
9/24/2014,1:27:00 AM,17.02,8.4,677,8.41,0.4
9/24/2014,1:30:00 AM,16.99,8.4,677,8.44,0.4
9/24/2014,1:33:00 AM,16.95,8.4,678,8.43,0.4
9/24/2014,1:36:00 AM,16.99,8.4,677,8.41,0.4
9/24/2014,1:39:00 AM,16.92,8.4,678,8.45,0.4
9/24/2014,1:42:00 AM,16.92,8.4,678,8.43,0.4
9/24/2014,1:45:00 AM,16.93,8.4,677,8.43,0.4
9/24/2014,1:48:00 AM,16.94,8.4,677,8.45,0.4
9/24/2014,1:51:00 AM,16.87,8.41,678,8.47,0.4
9/24/2014,1:54:00 AM,16.96,8.41,676,8.42,0.4
9/24/2014,1:57:00 AM,16.96,8.41,678,8.42,0.4
9/24/2014,2:00:00 AM,16.92,8.41,677,8.45,0.4
9/24/2014,2:03:00 AM,16.93,8.41,677,8.46,0.4
9/24/2014,2:06:00 AM,16.96,8.41,677,8.44,0.4
9/24/2014,2:09:00 AM,16.9,8.41,678,8.44,0.4
9/24/2014,2:12:00 AM,16.86,8.41,679,8.47,0.4
9/24/2014,2:15:00 AM,16.9,8.41,679,8.42,0.4
9/24/2014,2:18:00 AM,16.89,8.41,679,8.44,0.4
9/24/2014,2:21:00 AM,16.89,8.41,678,8.43,0.4
9/24/2014,2:24:00 AM,16.88,8.41,678,8.44,0.4
9/24/2014,2:27:00 AM,16.91,8.41,678,8.43,0.4
9/24/2014,2:30:00 AM,16.92,8.41,677,8.43,0.4
9/24/2014,2:33:00 AM,16.93,8.41,677,8.44,0.4
9/24/2014,2:36:00 AM,16.92,8.41,677,8.43,0.4
9/24/2014,2:39:00 AM,16.93,8.41,677,8.43,0.4
9/24/2014,2:42:00 AM,16.94,8.41,677,8.43,0.4
9/24/2014,2:45:00 AM,16.96,8.41,676,8.4,0.4
9/24/2014,2:48:00 AM,16.93,8.41,676,8.44,0.4
9/24/2014,2:51:00 AM,16.9,8.41,677,8.46,0.4
9/24/2014,2:54:00 AM,16.89,8.41,677,8.47,0.4
9/24/2014,2:57:00 AM,16.93,8.41,677,8.43,0.4
9/24/2014,3:00:00 AM,16.88,8.41,677,8.44,0.4
9/24/2014,3:03:00 AM,16.92,8.4,677,8.43,0.4
9/24/2014,3:06:00 AM,16.9,8.41,677,8.48,0.4
9/24/2014,3:09:00 AM,16.83,8.41,678,8.49,0.4
9/24/2014,3:12:00 AM,16.89,8.41,678,8.45,0.4
9/24/2014,3:15:00 AM,16.9,8.4,677,8.42,0.4
9/24/2014,3:18:00 AM,16.87,8.4,678,8.48,0.4
9/24/2014,3:21:00 AM,16.88,8.4,677,8.43,0.4
9/24/2014,3:24:00 AM,16.87,8.4,677,8.48,0.4
9/24/2014,3:27:00 AM,16.89,8.4,678,8.44,0.4
9/24/2014,3:30:00 AM,16.81,8.4,678,8.47,0.4
9/24/2014,3:33:00 AM,16.9,8.4,677,8.45,0.4
9/24/2014,3:36:00 AM,16.87,8.4,677,8.44,0.4
9/24/2014,3:39:00 AM,16.87,8.4,678,8.45,0.4
9/24/2014,3:42:00 AM,16.75,8.4,679,8.48,0.4
9/24/2014,3:45:00 AM,16.79,8.4,678,8.46,0.4
9/24/2014,3:48:00 AM,16.78,8.41,678,8.45,0.4
9/24/2014,3:51:00 AM,16.8,8.41,678,8.46,0.4
9/24/2014,3:54:00 AM,16.76,8.41,678,8.48,0.4
9/24/2014,3:57:00 AM,16.81,8.41,677,8.45,0.4
9/24/2014,4:00:00 AM,16.77,8.41,679,8.5,0.4
9/24/2014,4:03:00 AM,16.72,8.41,679,8.49,0.4
9/24/2014,4:06:00 AM,16.82,8.4,678,8.44,0.4
9/24/2014,4:09:00 AM,16.79,8.4,678,8.47,0.4
9/24/2014,4:12:00 AM,16.75,8.41,679,8.49,0.4
9/24/2014,4:15:00 AM,16.77,8.4,679,8.45,0.4
9/24/2014,4:18:00 AM,16.8,8.4,679,8.46,0.4
9/24/2014,4:21:00 AM,16.82,8.41,679,8.47,0.4
9/24/2014,4:24:00 AM,16.77,8.4,679,8.45,0.4
9/24/2014,4:27:00 AM,16.75,8.4,680,8.49,0.4
9/24/2014,4:30:00 AM,16.79,8.4,679,8.48,0.4
9/24/2014,4:33:00 AM,16.8,8.4,678,8.46,0.4
9/24/2014,4:36:00 AM,16.77,8.4,678,8.47,0.4
9/24/2014,4:39:00 AM,16.72,8.4,679,8.5,0.4
9/24/2014,4:42:00 AM,16.78,8.4,678,8.48,0.4
9/24/2014,4:45:00 AM,16.74,8.4,679,8.48,0.4
9/24/2014,4:48:00 AM,16.77,8.4,679,8.47,0.4
9/24/2014,4:51:00 AM,16.73,8.4,681,8.47,0.4
9/24/2014,4:54:00 AM,16.74,8.4,680,8.46,0.4
9/24/2014,4:57:00 AM,16.73,8.4,681,8.45,0.4
9/24/2014,5:00:00 AM,16.7,8.4,683,8.47,0.4
9/24/2014,5:03:00 AM,16.68,8.4,683,8.48,0.4
9/24/2014,5:06:00 AM,16.66,8.4,684,8.51,0.4
9/24/2014,5:09:00 AM,16.67,8.4,684,8.48,0.4
9/24/2014,5:12:00 AM,16.61,8.4,686,8.51,0.4
9/24/2014,5:15:00 AM,16.66,8.4,684,8.47,0.4
9/24/2014,5:18:00 AM,16.64,8.41,685,8.51,0.4
9/24/2014,5:21:00 AM,16.59,8.41,686,8.51,0.4
9/24/2014,5:24:00 AM,16.58,8.41,686,8.54,0.4
9/24/2014,5:27:00 AM,16.58,8.41,686,8.51,0.4
